en-unannotated-00001	Unsure.
en-unannotated-00415	They have mostly pancakes (and they're very good). The place is small so you're probably best to get there right after opening to snag a table.
en-unannotated-00416	Came here after exploring Guinness storehouse and trinity college!
en-unannotated-00417	The accommodation,  decoration style, layout is very good and compliments the period building.
en-unannotated-00418	The location is great - very close to many attractions and easy access to 2 separate metro stations - Opera and Santo Domingo.
en-unannotated-00419	But when they played if there time is out they played easily...
en-unannotated-00420	Amazing pasta!
en-unannotated-00421	The bathroom is maybe 2 stars.
en-unannotated-00422	Service was good and they were very accommodating with letting us move to a table near an outlet.
en-unannotated-00423	nothing really comes close to this (except for maybe all the other gelato places I came to love).
en-unannotated-00424	It's always busy but both times they have got my orders out in under 5 minutes.
en-unannotated-00425	I liked the location and the facilities.
en-unannotated-00426	Standouts include the goats cheese and chicken gnocchi, brandy tortellini and chilli vodka and artichoke risotto.
en-unannotated-00427	The bartender was super friendly and was happy to serve us even though we arrived late.
en-unannotated-00428	They also take credit card and you can tip on the card which is nice.
en-unannotated-00429	We have gone twice to Sakona and we will return tomorrow.
en-unannotated-00430	Check early bird specials for even more value.
en-unannotated-00431	They serve their own craft brew which is quite good.
en-unannotated-00432	My girlfriend and I were visiting from the US and this place rivaled many of the chicken places we have back home in Texas.
en-unannotated-00433	This was exceptional.
en-unannotated-00434	Drive and park on underground public parking within city center or
en-unannotated-00435	It was from the fish dish that the table next to us ordered.
en-unannotated-00436	Great in all aspects.
en-unannotated-00437	I don’t have too many doubts about that.
en-unannotated-00438	Currently on vacay in Italy and works perfectly!
en-unannotated-00439	I was there as a part of a retirement dinner so my wallet didn't suffer, however I would consider returning with my own money (and that is saying something).
en-unannotated-00440	The first place we visited in Ireland and it did not disappoint.
en-unannotated-00441	Fun place!
en-unannotated-00442	Very clean.
en-unannotated-00443	I am only now writing about my experience at W Hotel as i stayed there back in April, and must say that i still think about the bed to this day.
en-unannotated-00444	Immediately I was approached and seated by the friendly, humorous and slightly overexcited staff.
en-unannotated-00445	The heater bars leak water on the floor.
en-unannotated-00446	This isn't fine dining but it's cheap and atmospheric .
en-unannotated-00447	Keep saying error at the start on the latest advert...
en-unannotated-00448	Very friendly and helpful staff.
en-unannotated-00449	I had a two night stay here and I wasn't sure what to expect because the previous reviews were a bit mixed.
en-unannotated-00450	It doesn't have many tables outside and only a few inside.
en-unannotated-00451	Their chocolate pastry was awesome.
en-unannotated-00452	The beer was great and the prices reasonable.
en-unannotated-00453	Location.
en-unannotated-00454	I use my mobile as hotspot and also to cast content.
en-unannotated-00455	The deserts are the best.
en-unannotated-00456	Value for money in what is a fantastic short break destination.
en-unannotated-00457	It's either all or nothing and the rooms we had, a premier Inn is better!
en-unannotated-00458	We fell into this bar just because it was convenient and near the main square.
en-unannotated-00459	We had some beers and ordered a couple of bacon burgers - literally a bacon patty.
en-unannotated-00460	Good location and the supermarket close by was great.
en-unannotated-00461	Great coffee, fantastic food & happy staff.
en-unannotated-00462	It's definitely a great choice to have while on the go!
en-unannotated-00463	5 Stars hotel should have firm comfortable mattresses.
en-unannotated-00464	I had some gorgeous pancakes, coffee and at more than affordable prices.
en-unannotated-00465	I always come back when here.
en-unannotated-00466	Last Saturday 10/06, after working from 9am to serve people on the restaurant I work located just about 900 meters from Pmacs (where I go a few times for a couple of years, even in others pubs from them) I go around 11:30pm to meet my girlfriend and friends that were waiting for me.
en-unannotated-00467	Even our sides were delicious.
en-unannotated-00468	Free parking at the back is a bonus.
en-unannotated-00469	This laneway restaurant and bar was THE place to be last Saturday night after fashion week was cancelled, with a host of fashion bloggers and designers turning up to drink some wine and look attractive (translation: it's hip.
en-unannotated-00470	An amazing chef restaurant in Propriano!!!
en-unannotated-00471	I'd highly suggest trying this.
en-unannotated-00472	The place can get a little cramped for larger parties but worth it.
en-unannotated-00473	The food and service is exceptional.
en-unannotated-00474	The service here was extraordinary!
en-unannotated-00475	Great job!
en-unannotated-00476	My heart was sold on the roasted duck over the bed of rissotto in Brno that I was craving it for the Prague location.
en-unannotated-00477	Whilst traditionally it can be a spicy Spanish dish, this one was a beautiful sweeter tomato base with a delicious aioli, & the potatoes were larger cuts.
en-unannotated-00478	I have NO IDEA what the cheese was, but it was like butter.
en-unannotated-00479	Read several reviews about this place and decided to go for lunch.
en-unannotated-00480	Had a room overlooking the busy street but because of double windows it was very quiet.
en-unannotated-00481	The room, however, is a bit dated.
en-unannotated-00482	There should be some sort of timer to maske it more difficult.
en-unannotated-00483	The room was unlike the photo shown and asked for more money when we asked to change rooms, the staff were very rude and unhelpfull, they became very defensive and angry when we told them about our room, very rude staff.
en-unannotated-00484	Spanish-style cuisine, modernized and with the chef's personal touch.
en-unannotated-00485	Downloads disappear!
en-unannotated-00486	Service was a little slow at lunch but good.
en-unannotated-00487	This is an interesting "themed" hotel -- the theme is cinema, with the rooms themed each with a different movie star.
en-unannotated-00488	It's a butcher shop located a few minutes away from the Old Town Square.
en-unannotated-00489	Well seem they very busy !
en-unannotated-00490	Most of my reviews are but a few sentences, so take this one as a sign to just as how special this place really is.
en-unannotated-00491	Efficient service and English menu available.
en-unannotated-00492	Foie Carpaccio: interesting dish!
en-unannotated-00493	Very impressive, highly recommend and will return.
en-unannotated-00494	And not expensive at all, really worth it :)
en-unannotated-00495	I've loved Mario since I was a boy with a GameCube and although I downloaded Run a few days ago, yesterday I really sunk my teeth into it and know it's good.
